ID	adj.P.Val	P.Value	F	Gene.symbol	Gene.title
234892_at	0.54269389	2.35e-01	1.46695		
239206_at	0.54270104	2.35e-01	1.466832	CR1L	complement component 3b/4b receptor 1-like
225562_at	0.54274619	2.35e-01	1.466594	RASA3	RAS p21 protein activator 3
226827_at	0.54274619	2.35e-01	1.466535	TMEM165	transmembrane protein 165
228221_at	0.54274619	2.35e-01	1.466433	SLC44A3	solute carrier family 44 member 3
229248_at	0.54276663	2.35e-01	1.466202	UCHL5	ubiquitin C-terminal hydrolase L5
244496_at	0.54276663	2.35e-01	1.466185		
236778_at	0.54285881	2.35e-01	1.465907		
225017_at	0.54314379	2.35e-01	1.465241	CCDC14	coiled-coil domain containing 14
236389_x_at	0.54314379	2.35e-01	1.46516		
231514_at	0.54315997	2.35e-01	1.464956	C1orf94	chromosome 1 open reading frame 94
227621_at	0.54315997	2.35e-01	1.46492	WTAP	Wilms tumor 1 associated protein
233560_x_at	0.54319385	2.35e-01	1.464752	MCM8	minichromosome maintenance 8 homologous recombination repair factor
240475_at	0.54356376	2.36e-01	1.463756	EGOT	eosinophil granule ontogeny transcript (non-protein coding)
229868_s_at	0.54356376	2.36e-01	1.463681	GDF15	growth differentiation factor 15
231859_at	0.54356376	2.36e-01	1.463671	C14orf132	chromosome 14 open reading frame 132
224859_at	0.54356376	2.36e-01	1.463551	CD276	CD276 molecule
235845_at	0.54356376	2.36e-01	1.463514	SP5	Sp5 transcription factor
AFFX-HUMGAPDH/M33197_5_at	0.54356376	2.36e-01	1.463342	GAPDH	glyceraldehyde-3-phosphate dehydrogenase
236401_at	0.54356376	2.36e-01	1.463316	GIMAP1	GTPase, IMAP family member 1
238704_at	0.54356376	2.36e-01	1.463133		
238204_at	0.54356376	2.36e-01	1.463114		
234088_at	0.54374287	2.36e-01	1.462444		
239314_at	0.54374287	2.36e-01	1.462274	NHLRC3	NHL repeat containing 3
239499_at	0.54374287	2.36e-01	1.462272	DNAH2	dynein axonemal heavy chain 2
244012_x_at	0.54374287	2.36e-01	1.462123	XPO1	exportin 1
232236_at	0.54374287	2.36e-01	1.462104		
241655_at	0.54374287	2.36e-01	1.462053		
AFFX-r2-Bs-thr-5_s_at	0.54374287	2.36e-01	1.462025		
238647_at	0.54374287	2.36e-01	1.461855	C14orf28	chromosome 14 open reading frame 28
226288_s_at	0.54374287	2.36e-01	1.461837	NLGN2	neuroligin 2
243156_at	0.54374954	2.36e-01	1.461721		
231979_at	0.54381393	2.36e-01	1.461486	GABPB1-AS1	GABPB1 antisense RNA 1
228732_at	0.54381393	2.36e-01	1.461378	GUCY1A2	guanylate cyclase 1 soluble subunit alpha 2
236167_at	0.54381393	2.36e-01	1.461286		
225059_at	0.54387074	2.36e-01	1.460878	AGTRAP	angiotensin II receptor associated protein
223018_at	0.54387074	2.36e-01	1.460719	NOB1	NIN1/PSMD8 binding protein 1 homolog
230022_at	0.54387074	2.36e-01	1.460669	CLEC18A///CLEC18C	C-type lectin domain family 18 member A///C-type lectin domain family 18 member C
225605_at	0.54387074	2.36e-01	1.46064	TP53I13	tumor protein p53 inducible protein 13
242705_x_at	0.54387074	2.36e-01	1.460628	LRPAP1	LDL receptor related protein associated protein 1
230630_at	0.54387074	2.36e-01	1.460554	LOC100507855///AK4	adenylate kinase 4, mitochondrial-like///adenylate kinase 4
232209_x_at	0.54392576	2.36e-01	1.460346	HM13	histocompatibility minor 13
225592_at	0.54397753	2.36e-01	1.460145	NRM	nurim (nuclear envelope membrane protein)
236560_at	0.54398614	2.36e-01	1.459822	DIS3	DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease
236971_at	0.54398614	2.36e-01	1.459789		
236088_at	0.54398614	2.37e-01	1.459596	NTNG1	netrin G1
238003_at	0.54398614	2.37e-01	1.459592	HEPN1///HEPACAM	hepatocellular carcinoma, down-regulated 1///hepatic and glial cell adhesion molecule
244544_at	0.54398614	2.37e-01	1.459542		
244761_at	0.54398614	2.37e-01	1.459504	C5orf63	chromosome 5 open reading frame 63
230531_at	0.5440912	2.37e-01	1.459194	KCNC3	potassium voltage-gated channel subfamily C member 3
236419_at	0.5440912	2.37e-01	1.459098		
230675_at	0.54439509	2.37e-01	1.458272	LOC101927824	translation initiation factor IF-2-like
243036_at	0.54439509	2.37e-01	1.458218	CCDC30	coiled-coil domain containing 30
235604_x_at	0.54439509	2.37e-01	1.458213	ZNF493	zinc finger protein 493
225034_at	0.54443949	2.37e-01	1.457958	ST3GAL1	ST3 beta-galactoside alpha-2,3-sialyltransferase 1
226957_x_at	0.54443949	2.37e-01	1.45778	RALBP1	ralA binding protein 1
231784_s_at	0.54443949	2.37e-01	1.457648	DCAF13	DDB1 and CUL4 associated factor 13
228389_at	0.54443949	2.37e-01	1.457584		
237318_at	0.54443949	2.37e-01	1.457532		
239820_at	0.54443949	2.37e-01	1.457506		
223672_at	0.54458323	2.37e-01	1.457131	SGIP1	SH3 domain GRB2 like endophilin interacting protein 1
223737_x_at	0.54474898	2.37e-01	1.45665	CHST9	carbohydrate sulfotransferase 9
225920_at	0.54474898	2.37e-01	1.456564	LOC148413	uncharacterized LOC148413
229267_at	0.54474898	2.37e-01	1.456507	LOC730268///ANAPC1	anaphase-promoting complex subunit 1-like///anaphase promoting complex subunit 1
239463_at	0.54484929	2.37e-01	1.456215		
233147_at	0.54491409	2.37e-01	1.455989		
225733_at	0.54493187	2.37e-01	1.455852	B3GALT6	beta-1,3-galactosyltransferase 6
243014_at	0.54503515	2.37e-01	1.455554		
228799_at	0.54513862	2.38e-01	1.454966	NCK1-AS1	NCK1 antisense RNA 1 (head to head)
223219_s_at	0.54513862	2.38e-01	1.454953	CNOT10	CCR4-NOT transcription complex subunit 10
240021_at	0.54513862	2.38e-01	1.454891		
225206_s_at	0.54513862	2.38e-01	1.454882	MTRF1L	mitochondrial translational release factor 1 like
232676_x_at	0.54513862	2.38e-01	1.45484	MYEF2	myelin expression factor 2
229010_at	0.54521381	2.38e-01	1.454595	CBL	Cbl proto-oncogene
241897_at	0.54543082	2.38e-01	1.454083		
240942_at	0.54553838	2.38e-01	1.453777	MPHOSPH8	M-phase phosphoprotein 8
230750_at	0.54559141	2.38e-01	1.453561	BAG2	BCL2 associated athanogene 2
235270_at	0.54559141	2.38e-01	1.453454	ZNF397	zinc finger protein 397
231955_s_at	0.54559141	2.38e-01	1.453366	HIBADH	3-hydroxyisobutyrate dehydrogenase
227876_at	0.54562013	2.38e-01	1.453208	ARHGAP39	Rho GTPase activating protein 39
231907_at	0.54605819	2.38e-01	1.452282	ABL2	ABL proto-oncogene 2, non-receptor tyrosine kinase
225947_at	0.54623606	2.38e-01	1.451672	MYO19	myosin XIX
230310_at	0.54623606	2.38e-01	1.451651		
238586_at	0.54623606	2.38e-01	1.451637		
243468_at	0.54644157	2.38e-01	1.451148	PATE1	prostate and testis expressed 1
223441_at	0.54644476	2.39e-01	1.450941	SLC17A5	solute carrier family 17 member 5
238782_at	0.54644476	2.39e-01	1.450935	WDR13	WD repeat domain 13
231292_at	0.54680513	2.39e-01	1.450156	EID3	EP300 interacting inhibitor of differentiation 3
239967_at	0.54722394	2.39e-01	1.449166		
224791_at	0.54722394	2.39e-01	1.449158	ASAP1	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1
231250_at	0.54722394	2.39e-01	1.448933	LOC101060400	uncharacterized LOC101060400
237294_at	0.54722394	2.39e-01	1.448795	RASSF4	Ras association domain family member 4
228100_at	0.54722394	2.39e-01	1.448764	PIFO	primary cilia formation
232212_at	0.54722394	2.39e-01	1.448749	PLEKHA8	pleckstrin homology domain containing A8
224719_s_at	0.54724696	2.39e-01	1.448602	C12orf57	chromosome 12 open reading frame 57
244428_at	0.54730748	2.39e-01	1.448386	DNMT3A	DNA methyltransferase 3 alpha
236135_at	0.54753843	2.39e-01	1.447788	PNPLA7	patatin like phospholipase domain containing 7
224884_at	0.54753843	2.39e-01	1.447746	AKAP13	A-kinase anchoring protein 13
233868_x_at	0.54801499	2.40e-01	1.446751	ADAM33	ADAM metallopeptidase domain 33
235530_at	0.54811945	2.40e-01	1.446326		
228274_at	0.54811945	2.40e-01	1.446249	SDSL	serine dehydratase like
242778_at	0.54811945	2.40e-01	1.446162	LPXN	leupaxin
236763_at	0.54811945	2.40e-01	1.446142		
224813_at	0.5481879	2.40e-01	1.445813	WASL	Wiskott-Aldrich syndrome like
AFFX-BioC-3_at	0.5481879	2.40e-01	1.445807		
232999_at	0.54831984	2.40e-01	1.445457		
237720_at	0.54840937	2.40e-01	1.445186	ASB4	ankyrin repeat and SOCS box containing 4
225731_at	0.54853678	2.40e-01	1.444844	ANKRD50	ankyrin repeat domain 50
231697_s_at	0.54853684	2.40e-01	1.444741	MIR21///VMP1	microRNA 21///vacuole membrane protein 1
228226_s_at	0.54860168	2.40e-01	1.444381	ZNF775	zinc finger protein 775
243469_at	0.54860168	2.40e-01	1.444236		
223497_at	0.54860168	2.40e-01	1.444207	FAM135A	family with sequence similarity 135 member A
231861_at	0.54860168	2.40e-01	1.444206	LRP10	LDL receptor related protein 10
237198_at	0.54861675	2.40e-01	1.444075		
223228_at	0.54861837	2.40e-01	1.443968	LDOC1L	leucine zipper down-regulated in cancer 1 like
240293_at	0.54867984	2.40e-01	1.44375	CCDC153	coiled-coil domain containing 153
223821_s_at	0.54871433	2.40e-01	1.443313	SUSD4	sushi domain containing 4
240296_at	0.54871433	2.40e-01	1.44331		
243094_at	0.54871433	2.40e-01	1.443275		
228083_at	0.54871433	2.40e-01	1.443193	CACNA2D4	calcium voltage-gated channel auxiliary subunit alpha2delta 4
231806_s_at	0.54871433	2.40e-01	1.443169	STK36	serine/threonine kinase 36
229899_s_at	0.54883185	2.40e-01	1.442846	ZFAS1	ZNFX1 antisense RNA 1
231936_at	0.54884469	2.40e-01	1.442667	HOXC9	homeobox C9
226352_at	0.54884469	2.40e-01	1.442616	JMY	junction mediating and regulatory protein, p53 cofactor
231268_at	0.54895466	2.41e-01	1.442307	MYBL1	MYB proto-oncogene like 1
241408_at	0.54897645	2.41e-01	1.442068	CRIPAK	cysteine rich PAK1 inhibitor
242735_x_at	0.54897645	2.41e-01	1.442016	ELF2	E74 like ETS transcription factor 2
235799_at	0.54897645	2.41e-01	1.441957	NSL1	NSL1, MIS12 kinetochore complex component
230538_at	0.54904281	2.41e-01	1.44173	SHC4	SHC adaptor protein 4
236106_at	0.54914037	2.41e-01	1.441249		
228076_s_at	0.54914037	2.41e-01	1.441246	NOL6	nucleolar protein 6
238990_x_at	0.54914037	2.41e-01	1.441232	TRIM61	tripartite motif containing 61
242706_s_at	0.54914037	2.41e-01	1.441135	MED23	mediator complex subunit 23
243724_at	0.54915144	2.41e-01	1.441011	SLC33A1	solute carrier family 33 member 1
222442_s_at	0.54915213	2.41e-01	1.440907	ARL8B	ADP ribosylation factor like GTPase 8B
227310_at	0.54923174	2.41e-01	1.440655	ADSS	adenylosuccinate synthase
238375_at	0.54950397	2.41e-01	1.440044		
236972_at	0.54963721	2.41e-01	1.439693	TRIM63	tripartite motif containing 63
238219_at	0.54965119	2.41e-01	1.439544	C12orf50	chromosome 12 open reading frame 50
230797_s_at	0.54965119	2.41e-01	1.43946	LINC01191	long intergenic non-protein coding RNA 1191
240811_at	0.54997584	2.41e-01	1.438703		
222733_x_at	0.54997584	2.41e-01	1.438649	RRP1	ribosomal RNA processing 1
234806_at	0.55019008	2.42e-01	1.438147	ORF1	uncharacterized protein, clone pT-Adv JuaX22
233859_at	0.55019361	2.42e-01	1.438037	CEP128	centrosomal protein 128
229558_at	0.55021514	2.42e-01	1.437894	KNOP1	lysine rich nucleolar protein 1
231876_at	0.55022567	2.42e-01	1.4377	TRIM56	tripartite motif containing 56
228736_at	0.55022567	2.42e-01	1.437669	HELQ	helicase, POLQ-like
234530_s_at	0.5504862	2.42e-01	1.437081	ZNRD1	zinc ribbon domain containing 1
225238_at	0.55064735	2.42e-01	1.436678	MSI2	musashi RNA binding protein 2
239646_at	0.5507771	2.42e-01	1.436168		
225060_at	0.5507771	2.42e-01	1.436003	LRP11	LDL receptor related protein 11
200065_s_at	0.5507771	2.42e-01	1.436001	MIR3620///ARF1	microRNA 3620///ADP ribosylation factor 1
236276_at	0.5507771	2.42e-01	1.435933		
224094_at	0.5507771	2.42e-01	1.435887		
241609_at	0.5507771	2.42e-01	1.435818	FOXD3	forkhead box D3
243117_at	0.55095099	2.42e-01	1.435301		
224020_at	0.55095099	2.42e-01	1.435198	LINC00626	long intergenic non-protein coding RNA 626
240086_at	0.55095099	2.42e-01	1.435186	VPS36	vacuolar protein sorting 36 homolog
233556_at	0.5509756	2.42e-01	1.435038	CRYBB2P1	crystallin beta B2 pseudogene 1
224724_at	0.55106759	2.42e-01	1.434693	SULF2	sulfatase 2
225577_at	0.55106759	2.42e-01	1.434661	HCG18	HLA complex group 18 (non-protein coding)
243821_at	0.55127148	2.42e-01	1.434179	MRPS31	mitochondrial ribosomal protein S31
228203_at	0.55129174	2.43e-01	1.434038	B4GAT1	beta-1,4-glucuronyltransferase 1
233949_s_at	0.55141726	2.43e-01	1.433702	MYH7B	myosin heavy chain 7B
233744_at	0.55145844	2.43e-01	1.433513		
226037_s_at	0.55145844	2.43e-01	1.43342	TAF9B	TATA-box binding protein associated factor 9b
240700_at	0.55146384	2.43e-01	1.433307	TOR1AIP2	torsin 1A interacting protein 2
230460_at	0.55150721	2.43e-01	1.433124	MYLK-AS1	MYLK antisense RNA 1
AFFX-r2-Bs-lys-5_at	0.55155662	2.43e-01	1.432843		
232567_at	0.55155662	2.43e-01	1.432827	PRR5-ARHGAP8///ARHGAP8	PRR5-ARHGAP8 readthrough///Rho GTPase activating protein 8
224622_at	0.55163284	2.43e-01	1.432487	TBC1D14	TBC1 domain family member 14
235452_at	0.55163284	2.43e-01	1.432424		
242367_at	0.55163284	2.43e-01	1.432377		
226497_s_at	0.55176336	2.43e-01	1.432031	FLT1	fms related tyrosine kinase 1
229323_at	0.55176336	2.43e-01	1.431929	LINC00959	long intergenic non-protein coding RNA 959
229000_at	0.55180571	2.43e-01	1.431748	ZNF77	zinc finger protein 77
239398_at	0.55191476	2.43e-01	1.43139	KLHL31	kelch like family member 31
243854_at	0.55191476	2.43e-01	1.43134		
239693_at	0.55204433	2.43e-01	1.430952	SNX24	sorting nexin 24
226000_at	0.55204433	2.43e-01	1.43083	CTTNBP2NL	CTTNBP2 N-terminal like
229107_at	0.55204433	2.43e-01	1.430791		
238317_x_at	0.55216071	2.43e-01	1.430439		
231971_at	0.55216071	2.43e-01	1.430321	FANCM	Fanconi anemia complementation group M
228011_at	0.55216071	2.43e-01	1.430267	FAM92A1	family with sequence similarity 92 member A1
222903_s_at	0.55227027	2.44e-01	1.429683	CPEB1	cytoplasmic polyadenylation element binding protein 1
233988_x_at	0.55227027	2.44e-01	1.429661	SCUBE1	signal peptide, CUB domain and EGF like domain containing 1
237599_at	0.55227027	2.44e-01	1.429478		
239411_at	0.55227027	2.44e-01	1.429448		
244758_at	0.55227027	2.44e-01	1.429427	ZBED9	zinc finger BED-type containing 9
243662_at	0.55227027	2.44e-01	1.429336	ZC3H10	zinc finger CCCH-type containing 10
226847_at	0.55227027	2.44e-01	1.429203	FST	follistatin
231950_at	0.55227027	2.44e-01	1.429144	ZNF658	zinc finger protein 658
229305_at	0.55227027	2.44e-01	1.429141	CENPU	centromere protein U
240916_x_at	0.55234339	2.44e-01	1.428903		
237089_at	0.55265562	2.44e-01	1.428221		
235372_at	0.55273332	2.44e-01	1.427975	FCRLA	Fc receptor like A
244233_at	0.55274045	2.44e-01	1.427859	TPGS2	tubulin polyglutamylase complex subunit 2
230638_at	0.55275248	2.44e-01	1.427734		
231603_at	0.55278374	2.44e-01	1.427406	RNASE11	ribonuclease A family member 11 (inactive)
226444_at	0.55278374	2.44e-01	1.427405	LOC107985971	uncharacterized LOC107985971
240169_at	0.55278374	2.44e-01	1.427369		
239990_at	0.55287165	2.44e-01	1.42703		
231313_at	0.55287165	2.44e-01	1.426994	FLJ27354	uncharacterized LOC400761
244336_at	0.55287165	2.44e-01	1.426899		
232214_x_at	0.55295526	2.44e-01	1.426641	ZNF554	zinc finger protein 554
240851_at	0.5529656	2.44e-01	1.42652		
230791_at	0.55299803	2.44e-01	1.426357		
231344_at	0.55330019	2.44e-01	1.425695		
225646_at	0.55330768	2.45e-01	1.425579	CTSC	cathepsin C
223345_at	0.55332333	2.45e-01	1.425448	HDAC8	histone deacetylase 8
232593_at	0.55347486	2.45e-01	1.425023	NEURL3	neuralized E3 ubiquitin protein ligase 3
238268_at	0.55347486	2.45e-01	1.424963		
234426_x_at	0.5534927	2.45e-01	1.424827	PIH2	pregnancy-induced hypertension syndrome-related protein
231803_at	0.55352315	2.45e-01	1.424596	FGF11	fibroblast growth factor 11
234040_at	0.55352315	2.45e-01	1.424566	HELLS	helicase, lymphoid-specific
222821_s_at	0.55366347	2.45e-01	1.424183	GEMIN7	gem nuclear organelle associated protein 7
239649_at	0.55366347	2.45e-01	1.424102		
225226_at	0.55390142	2.45e-01	1.42354	STRIP1	striatin interacting protein 1
228579_at	0.55390142	2.45e-01	1.423458	KCNQ3	potassium voltage-gated channel subfamily Q member 3
236757_at	0.5540204	2.45e-01	1.423135		
244688_at	0.55440449	2.45e-01	1.422323		
233322_at	0.55455221	2.45e-01	1.421948	CD9	CD9 molecule
225916_at	0.55458343	2.45e-01	1.421788	LOC100506639///ZNF131	uncharacterized LOC100506639///zinc finger protein 131
235098_at	0.55469863	2.46e-01	1.421392	PEX26	peroxisomal biogenesis factor 26
238961_s_at	0.55469863	2.46e-01	1.421371	FNDC3A	fibronectin type III domain containing 3A
226971_at	0.55470977	2.46e-01	1.42112	CCDC136	coiled-coil domain containing 136
228213_at	0.55470977	2.46e-01	1.421109	H2AFJ	H2A histone family member J
229473_at	0.55470977	2.46e-01	1.421044	MAMDC4	MAM domain containing 4
237309_at	0.55475274	2.46e-01	1.420812		
228994_at	0.55475274	2.46e-01	1.420689	CCDC24	coiled-coil domain containing 24
244731_at	0.55475274	2.46e-01	1.420618		
236423_at	0.55475274	2.46e-01	1.420556		
232751_at	0.55490832	2.46e-01	1.420127	RBBP9	RB binding protein 9, serine hydrolase
225593_at	0.55490832	2.46e-01	1.419944	LSM10	LSM10, U7 small nuclear RNA associated
242493_at	0.55490832	2.46e-01	1.419904	PTPRD	protein tyrosine phosphatase, receptor type D
229845_at	0.55490832	2.46e-01	1.419814	MAPKAP1	mitogen-activated protein kinase associated protein 1
240653_at	0.55490832	2.46e-01	1.419751		
244604_at	0.55490832	2.46e-01	1.41965		
244435_at	0.55490832	2.46e-01	1.419554	FAM196A	family with sequence similarity 196 member A
229585_at	0.5549284	2.46e-01	1.419415	ADAMTSL1	ADAMTS like 1
243234_at	0.55502047	2.46e-01	1.419143	TBX3	T-box 3
240476_at	0.5552668	2.46e-01	1.418519		
243455_at	0.5552668	2.46e-01	1.418485		
237312_at	0.55541381	2.46e-01	1.418111	LOC100506272	uncharacterized LOC100506272
232494_at	0.55547763	2.46e-01	1.417892	CYP8B1	cytochrome P450 family 8 subfamily B member 1
240987_at	0.55553416	2.46e-01	1.417686		
223730_at	0.55555419	2.46e-01	1.417547	GPC6	glypican 6
240855_at	0.55573009	2.47e-01	1.417121		
241080_at	0.55580177	2.47e-01	1.416806		
229969_at	0.55580177	2.47e-01	1.416785	SEC63	SEC63 homolog, protein translocation regulator
234162_at	0.55591168	2.47e-01	1.416457		
231044_at	0.55591168	2.47e-01	1.416109	C1orf194	chromosome 1 open reading frame 194
241026_at	0.55591168	2.47e-01	1.416059		
238529_at	0.55591168	2.47e-01	1.415921		
227978_s_at	0.55591168	2.47e-01	1.415909	ZADH2	zinc binding alcohol dehydrogenase domain containing 2
232566_at	0.55591168	2.47e-01	1.41586	NOL6	nucleolar protein 6
233618_at	0.55591168	2.47e-01	1.415768	LOC105376379	uncharacterized LOC105376379
235669_at	0.55591168	2.47e-01	1.415727	PHYKPL	5-phosphohydroxy-L-lysine phospho-lyase
242627_at	0.55591168	2.47e-01	1.415665		
232456_at	0.5560672	2.47e-01	1.415277	C10orf71	chromosome 10 open reading frame 71
232151_at	0.55607491	2.47e-01	1.415161	MACC1	metastasis associated in colon cancer 1
237954_x_at	0.55616591	2.47e-01	1.414891	ARHGEF40	Rho guanine nucleotide exchange factor 40
233318_at	0.55617232	2.47e-01	1.414696		
226036_x_at	0.55617232	2.47e-01	1.414575	CASP2	caspase 2
242787_at	0.55617232	2.47e-01	1.414574		
223707_at	0.55631436	2.47e-01	1.414211	SNORA3A///RPL27A	small nucleolar RNA, H/ACA box 3A///ribosomal protein L27a
244754_at	0.55640849	2.47e-01	1.413833		
231264_at	0.55640849	2.47e-01	1.413632	TMCO2	transmembrane and coiled-coil domains 2
222563_s_at	0.55640849	2.47e-01	1.413616	TNKS2	tankyrase 2
230912_at	0.55640849	2.47e-01	1.413452	ASPDH	aspartate dehydrogenase domain containing
240122_at	0.55640849	2.47e-01	1.413219	DIRAS2	DIRAS family GTPase 2
237087_at	0.55640849	2.48e-01	1.41306		
231593_at	0.55640849	2.48e-01	1.412976		
244570_at	0.55640849	2.48e-01	1.412903	LOC101928433	uncharacterized LOC101928433
224443_at	0.55640849	2.48e-01	1.412886	LINC00467	long intergenic non-protein coding RNA 467
230692_at	0.55640849	2.48e-01	1.412839	LOC157503///XKR4	uncharacterized LOC157503///XK related 4
236686_at	0.55640849	2.48e-01	1.412831	MVK	mevalonate kinase
237384_x_at	0.55640849	2.48e-01	1.412817	KCTD16	potassium channel tetramerization domain containing 16
200093_s_at	0.55648824	2.48e-01	1.412529	HINT1	histidine triad nucleotide binding protein 1
236105_at	0.55648824	2.48e-01	1.412467	ZBTB10	zinc finger and BTB domain containing 10
225456_at	0.55656595	2.48e-01	1.412137	MED1	mediator complex subunit 1
228721_at	0.55656595	2.48e-01	1.412089	KRBOX1	KRAB box domain containing 1
243592_at	0.55656595	2.48e-01	1.411922	REV1	REV1, DNA directed polymerase
237428_at	0.55656595	2.48e-01	1.411918	TEX43	testis expressed 43
234950_s_at	0.55667738	2.48e-01	1.411611	RFWD2	ring finger and WD repeat domain 2
224689_at	0.55672004	2.48e-01	1.411431	MANBAL	mannosidase beta like
229602_at	0.55714736	2.48e-01	1.410544		
224646_x_at	0.55718813	2.48e-01	1.410326	MIR675///H19	microRNA 675///H19, imprinted maternally expressed transcript (non-protein coding)
232744_x_at	0.55718813	2.48e-01	1.410266		
227908_at	0.55721805	2.48e-01	1.410109	TBC1D24	TBC1 domain family member 24
235240_at	0.557223	2.48e-01	1.409988	ATXN3	ataxin 3
236348_at	0.557223	2.48e-01	1.409825	TMEM176B	transmembrane protein 176B
238432_at	0.557223	2.48e-01	1.409796	DLGAP1-AS1	DLGAP1 antisense RNA 1
238115_at	0.55724484	2.48e-01	1.409654	DNAJC18	DnaJ heat shock protein family (Hsp40) member C18
236792_at	0.55743649	2.48e-01	1.40914	CFL1	cofilin 1
235562_at	0.55743649	2.48e-01	1.409099	C3orf70	chromosome 3 open reading frame 70
232625_at	0.55745197	2.49e-01	1.408876	TLN2	talin 2
242630_at	0.55745197	2.49e-01	1.408857		
243091_at	0.55745197	2.49e-01	1.408721		
230441_at	0.55745197	2.49e-01	1.408665	PLEKHG4B	pleckstrin homology and RhoGEF domain containing G4B
238486_at	0.55761778	2.49e-01	1.40817	FRS2	fibroblast growth factor receptor substrate 2
238447_at	0.55761778	2.49e-01	1.408082	RBMS3	RNA binding motif single stranded interacting protein 3
224000_at	0.55761778	2.49e-01	1.408056	C2orf16	chromosome 2 open reading frame 16
234866_s_at	0.55772266	2.49e-01	1.407762	ZNRD1ASP	zinc ribbon domain containing 1 antisense, pseudogene
227985_at	0.55775838	2.49e-01	1.407326	LOC100506098	uncharacterized LOC100506098
236118_at	0.55775838	2.49e-01	1.407307	GATA6-AS1	GATA6 antisense RNA 1 (head to head)
243127_x_at	0.55775838	2.49e-01	1.407298	DNASE1	deoxyribonuclease 1
224248_x_at	0.55775838	2.49e-01	1.407291	FAM192A	family with sequence similarity 192 member A
230721_at	0.55776666	2.49e-01	1.407175	LOC101930115///C16orf52///VWA3A	von Willebrand factor A domain-containing protein 3A///chromosome 16 open reading frame 52///von Willebrand factor A domain containing 3A
237345_at	0.55786757	2.49e-01	1.406888		
238370_x_at	0.55794998	2.49e-01	1.406541		
240759_at	0.55794998	2.49e-01	1.406479		
241958_at	0.55794998	2.49e-01	1.40635		
232841_at	0.55794998	2.49e-01	1.406316	GPR20	G protein-coupled receptor 20
229179_at	0.55794998	2.49e-01	1.40623	RUFY1	RUN and FYVE domain containing 1
238877_at	0.55795573	2.49e-01	1.40605	EYA4	EYA transcriptional coactivator and phosphatase 4
227969_at	0.55795573	2.49e-01	1.406017	PCBP1-AS1	PCBP1 antisense RNA 1
234808_x_at	0.55796298	2.49e-01	1.405903		
240250_at	0.55803243	2.49e-01	1.405674		
233749_at	0.55804721	2.49e-01	1.405546	MSN	moesin
235859_at	0.55806627	2.49e-01	1.40541	KMT2C	lysine methyltransferase 2C
223469_at	0.55809387	2.49e-01	1.405219	PGPEP1	pyroglutamyl-peptidase I
227019_at	0.55809387	2.49e-01	1.405143	C1orf226	chromosome 1 open reading frame 226
244174_at	0.55809387	2.49e-01	1.405055	LOC101926913	uncharacterized LOC101926913
241414_at	0.5581717	2.50e-01	1.404811	ANKRD10	ankyrin repeat domain 10
229550_at	0.55835604	2.50e-01	1.404372	UNC79	unc-79 homolog (C. elegans)
230428_at	0.55872792	2.50e-01	1.403589		
228123_s_at	0.55876594	2.50e-01	1.403336	ABHD12	abhydrolase domain containing 12
244836_at	0.55876594	2.50e-01	1.403317		
238794_at	0.55893936	2.50e-01	1.402882	SFR1	SWI5 dependent homologous recombination repair protein 1
244657_at	0.55893936	2.50e-01	1.402797		
240933_at	0.55902223	2.50e-01	1.402512		
238549_at	0.55902223	2.50e-01	1.40239	CBFA2T2	CBFA2/RUNX1 translocation partner 2
224413_s_at	0.55902223	2.50e-01	1.402332	TM2D2	TM2 domain containing 2
232426_at	0.55902223	2.50e-01	1.402185	SV2B	synaptic vesicle glycoprotein 2B
229164_s_at	0.55902223	2.50e-01	1.401836	ABTB1	ankyrin repeat and BTB domain containing 1
237611_at	0.55902223	2.50e-01	1.401823		
231897_at	0.55902223	2.50e-01	1.4018	PTGR1	prostaglandin reductase 1
234797_at	0.55902223	2.50e-01	1.401786		
236976_at	0.55902223	2.50e-01	1.401736	FANCA	Fanconi anemia complementation group A
241615_x_at	0.55909422	2.50e-01	1.401503		
234462_at	0.5592902	2.50e-01	1.401043	CD247	CD247 molecule
231144_at	0.55951306	2.51e-01	1.400358	SMARCD3	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily d, member 3
239710_at	0.55951306	2.51e-01	1.400356	FIGN	fidgetin, microtubule severing factor
242310_at	0.55951306	2.51e-01	1.400268		
237395_at	0.55951306	2.51e-01	1.400232	CYP4Z1	cytochrome P450 family 4 subfamily Z member 1
237468_at	0.55952729	2.51e-01	1.400094		
242213_at	0.55952729	2.51e-01	1.400004		
230924_at	0.55970853	2.51e-01	1.399537	TTLL6	tubulin tyrosine ligase like 6
236339_at	0.55970853	2.51e-01	1.39947	PPM1L	protein phosphatase, Mg2+/Mn2+ dependent 1L
230581_at	0.55971918	2.51e-01	1.39935		
228659_at	0.55975904	2.51e-01	1.398969		
230616_at	0.55975904	2.51e-01	1.39891	LAMB2P1	laminin subunit beta 2 pseudogene 1
242537_at	0.55975904	2.51e-01	1.398798		
234523_at	0.55975904	2.51e-01	1.398686		
226307_at	0.55975904	2.51e-01	1.398664	CRTC2	CREB regulated transcription coactivator 2
